DATE,TX_ID,AMOUNT_IN,AMOUNT_OUT,GAIN_OR_LOSS,LOSING_TRADE_COUNTS,TRADE,IN_TOKEN,OUT_TOKEN,POOL_NAME,PLATFORM,ROUTER
2021-10-10,0x44981048ef87428367238ad323f05f3deb57300ff3aabce196567a9a7287a40a,5.807181346,5.77246943,-0.03471191569,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-07-10,0x702e904023725458eeba9ca080c813f1abb2f3f73cc04acc5bd3156722bb4980,0.06001132984,0.06,-0.00001132983601,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-06-05,0xb9b50eb0291e9b089f4c539e01a541cf246e639ca021731d14c7f960ac902420,0.06685397462,0.06509441254,-0.001759562081,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,0x1111111254fb6c44bac0bed2854e76f90643097d
2021-12-15,0x03ac8843e0a131f16bdc7e64a57e6580fc9b7f1739124a75c24a904dfe6c2209,5.788171495,5.75,-0.03817149484,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-28,0xada9f461784ba2377886f6176106886928e1a06f33ff7e224ea8862ac42daf62,1.007390132,0.9783191292,-0.02907100321,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-07-28,0x11f9588ddcdbbe0364f8f50613779a3d68942facfcf9571263dd88573373baf4,0.4554409493,0.4553066054,-0.0001343438721,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-10-12,0xa832247fa3b01dbc01dd795db8d214cee89bc4e8d0fc5ec57ddd2f9a9324ddba,1.006264852,1,-0.006264852347,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-04-12,0xf64cb26e93dd4aa27ee297238418a7fb767861d59ed6f2ab84f902f67ab4ebdd,420.317234818,1232.026193396,811.708958578,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-04-12,0xf64cb26e93dd4aa27ee297238418a7fb767861d59ed6f2ab84f902f67ab4ebdd,420.317234818,420.335768721,0.01853390296,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-04-12,0xf64cb26e93dd4aa27ee297238418a7fb767861d59ed6f2ab84f902f67ab4ebdd,420.317234818,601.553146928,181.23591211,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-04-12,0xf64cb26e93dd4aa27ee297238418a7fb767861d59ed6f2ab84f902f67ab4ebdd,420.317234818,293.708682529,-126.60855229,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-04-12,0xf64cb26e93dd4aa27ee297238418a7fb767861d59ed6f2ab84f902f67ab4ebdd,420.317234818,860.89250527,440.575270452,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-08-07,0x70426d2124175588ed7c544c9c0f8292546fcde1ac06136a6ae9863754f45f2c,6.36245329,6.35,-0.01245328985,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-04-17,0x3aed1dbbb5d297646a7df4bc372420790333ed70c8a449dc503f96e8e7a944ed,0.1004768673,0.09997105109,-0.0005058162042,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-06-16,0x02ee7bca35eb32bf59f36fe2ef6af2ec2e9e6789896913e2a9e7dd08cce74e41,13.128014285,201.020477508,187.892463223,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-06-16,0x02ee7bca35eb32bf59f36fe2ef6af2ec2e9e6789896913e2a9e7dd08cce74e41,13.128014285,13.11375547,-0.01425881492,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-09-26,0x9f902b9eb1b44b8f5cf51a83aa9b22c7b6e7f129ca80cea587b03ea6de38064d,9.051896151,9,-0.05189615129,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-13,0x73cf4c9606e7c4d863e5df9d23dc890a2d87de22a608e5583556a9f38e13a092,3.024291,2.927243551,-0.09704744854,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-03-27,0x8ed266333b8af49f8ca5d5589601adf69ae7184bca564f2e0dadab8862822f91,0.04806935131,0.04764951889,-0.0004198324192,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-03-05,0x8e56ed72059f15b3264c9e328e6c48c3eac1b4959eb4d34304176e49a6266ef3,0.022,0.02123355162,-0.0007664483807,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-05-10,0xfde31176f42c69372865faab4f578ec5c95487b4ab6056cfae3d42c932622fcb,0.4286938735,0.4197615967,-0.008932276805,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,0x1111111254fb6c44bac0bed2854e76f90643097d
2021-12-13,0x9e7bdc35bbc138e4447bf92c2288776ef9d061f78e92361021989a7c05f81c2c,20.132795092,20,-0.1327950919,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-06-05,0x069016c76a256cc2fe19f501ea8d2a6a0309ea805b9df8141324876b45e89d5f,5.104336702,5,-0.1043367021,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-14,0xb322f5b8195181831a3bd37603ec5831a3a6e0c28bb32a230cc74eafbbdb6e97,1.024020565,1,-0.02402056474,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-03-19,0x32402d93542b031171315ec1c72b42ba1a9ac2eaf535730a9ef98115c0db03a0,55.231950181,55.25,0.01804981868,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-10-07,0x346cb29e4fda4f9038b127f6b1a30171b5c5d54be369715a0e8ad7b1afd62b3f,3.01682972,3,-0.01682972038,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-02-28,0x2dfab951a40a1f2f5fc31288093f11ceaa71d2372c23a25e40be5b550de7a002,0.1018638039,0.09767604755,-0.004187756376,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-03-25,0x70f6bfcc57871df557ce670a15a60009347cebd2efbec98b7802d148da9ddd04,0.0001000035295,0.0001,-3.529514697e-9,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-20,0x387fc0afa85f49ebd90c47556d5d38cf53dcc7071db438add4913198abd50460,40.448111064,39.824851163,-0.6232599008,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-12-11,0xf0be99d71806a4745408e1dbb7ff939c058b3fd586e3e2249ccf1f8e384dc3db,4.625959237,4.59495881,-0.03100042721,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-01-13,0x72566106d0e5124e97dde5940a2f7da529014e8ebfb01861bcf838b8561525fb,16.595321466,16.583708257,-0.01161320884,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-29,0xe41d1941788b9f929b933ec62c147c7bcc863ca17c4b5be03cede9a355e98321,0.02001174877,0.01948576164,-0.0005259871227,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-12-22,0x43ba5ed4b0e24396e59ef42b9c60858025f0f4963b2187338c525c0e8464d2e2,3.964660681,3.944387817,-0.0202728636,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-31,0x716b6bc7076e63d4752d17abb6fc2a40e0c2f288a6eaf1326053e15cc5fd0667,1,0.9767354174,-0.02326458259,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-05-14,0xc55d538493da070a082440f9c938fd9e3cd03f270ad87fa7cea3bb3ee3601789,1.200145,1.163918249,-0.03622675054,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-12-07,0x71974a09a88fdb04a0475712c81f0b96b89680dcbcf511b642dc2b9673f43030,1.006637579,1,-0.006637578625,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-28,0xf6d50501289636b1ac2ed0a4e058f0338d6d2df31139b6dcac8b7bd7dd9ef3e1,0.5,0.4857963276,-0.01420367241,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-12-16,0x521f141758e9a0137f857cf21d0adbc08323e410a42a7d0b9686838e069e3c42,32.212153173,32,-0.2121531733,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-16,0x7653e14b7e896194164b741849da4977943d90490ae2a3394ec03473a622e87f,0.52,0.5069729601,-0.01302703992,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-05-13,0x9a42615e374b5a2541c2978e170d84123b79945a768c8756dc4c6cb001513bf4,10.503482235,10,-0.5034822354,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-16,0xbfbc54b7a4ce601070779aa9c13841dcf6c497515f9b492ab1a3839b3cf4ceb0,1.027281554,1.008543481,-0.01873807286,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,0xdef1c0ded9bec7f1a1670819833240f027b25eff
2021-11-26,0x5935e9f206af9a15ce0ca83ca68b00649c5f8a6c333df9fd904abf6a76970190,0.4815978981,0.4722308694,-0.009367028735,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,0x1111111254fb6c44bac0bed2854e76f90643097d
2022-05-04,0x8167c81bda21c41ba54fdc9cc523d432d24a3a3e63f3120f398df4039a9cd754,100.732760776,49.980469547,-50.752291229,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-04,0x8167c81bda21c41ba54fdc9cc523d432d24a3a3e63f3120f398df4039a9cd754,100.732760776,100.710308615,-0.02245216115,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-12-10,0x5fc6f2d2275afd3205149ff6bcf4a0e45b4db54ab5bff6ae54f64d90bab449b0,12.69033482,12.607183195,-0.0831516248,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-24,0x2163f730c05b3915b6dacce31fe3370fd35d026b54b102094649557f2086f2fc,0.334362429,0.3258915552,-0.00847087377,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-05-13,0x3eedc09d831f16a4e67f23843dc716361e232006f3f6a770557c79c4dc261b3f,36.987961556,35.5,-1.487961556,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-10-29,0x97e9f1407bee8bb0344f740d04af73a3a7dad2e636e947f756689c1b744483cd,10.374231252,10.311401254,-0.06282999777,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-05,0x3392e25de4991e95123043ba946b246d59a20d9060544c700bbef6c3a100643d,0.05595401779,0.05530541665,-0.0006486011364,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-10-08,0x3df0cefe328497016787cab3cfcb3ff1b95419d59aedcfcd82737c2e9ee78fcb,2.594589638,2.579248305,-0.01534133275,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-11-10,0x2d9620aa72b44faaf3c04996b1b4903e4987176e782a6009b73da5c4c44ec91d,0.6,0.585011875,-0.01498812501,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-01-24,0x3eb86d3728967967fa5fd19ec109fe62ddf925c7e34efcae82b888949ff21c58,5846.439844852,5843.714573955,-2.725270896,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-20,0x275b77287a271fc5a0831b4fc8d02a8e904472f0441dc4cbae9f0f4b5de3a341,4.660075193,4.587998693,-0.07207649966,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-15,0xa491b141a19f9a522f2610f773c65520cc413b78d393240a0c1ac198c2b087d0,4.599146914,4.5,-0.09914691436,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-13,0x488ad3c315eab088cc44a4ca8abd809f5e809ce8075df73f4d0ff8828a4af243,0.5158870001,0.4975873093,-0.01829969083,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-02-13,0xe5af59df9dc88f0ffdcb5fbe0fd037235efa1f296ca9da91887f0cab908e242b,0.02,0.01928254745,-0.0007174525469,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-01-20,0x19f41fa0d32580f6dda813203f9cdc3171e71bfee8e5a73e047c712c07c7e612,0.1000215041,0.1,-0.0000215040847,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-23,0xe03f251bd8f8790092d2dda405b2bfec0d4b9a36f4add7ce0f1466b8cadc53e3,2.040231137,1.991505705,-0.04872543284,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45
2021-07-19,0x77404d6b11373bac61b22e031c3f8eefc6e3d9517a8ddfe6402894e81271b766,13.002205199,13,-0.002205198624,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-13,0x54033a073b183dbae2e889ab73d68d74909cfb503491a99bfdf1bb9056bcebf4,14.001683257,13.254110852,-0.7475724049,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-05-20,0xe8ec094e46b29f0964d37f0f9176381bd85b273737f35d86ad63c7c4f4cd274f,10,9.704821532,-0.295178468,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-01-07,0x29ac246ea5c4d4ab4c3f66bb706fb90136a65617b30ac63d28df1e9b32f86869,4107.987499319,4096,-11.987499319,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-02-22,0x5cb28f96c3d53d5ddbeb5f6dc2ae27393aebba2167c8b4c179925cebdadb2797,100.026330064,100,-0.02633006369,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-04,0x21e4061fb0ffef06c46658b900f790c9fd2142e4352793b790354f1b91f76936,1.375786808,1.360370393,-0.01541641528,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45
2021-08-03,0x9d287a4b136373e908f9d21c4bdb34ff692d25535ddef2ee978991000ad550fc,4.857960076,4.84,-0.01796007621,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-09-25,0xa90bc48a3a2d1666c0616a22c1522a4bb1c4ebb0372619d72814aff8fcb7abf8,1.308032431,1.3,-0.008032430857,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-12-27,0x9b2fd3cf7285c0f36957d73f76bf2fcf5416b0ff528f8704ea8b6bb22fa082cc,10.055323214,10,-0.0553232139,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-10-28,0xf9ff0766f50c180124beb2056634a12d5dd38a96449fce3b4243a0ff5503a261,0.0072,0.007066816998,-0.0001331830018,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-07-05,0x92307dee210c48624e8aa3b19480ef895c2c8284a5d35a9a4e942216ceb1f386,0.4496984927,0.45,0.0003015073379,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-12,0xd8e3baa2ba406e08fa979564ba4a4ece9b583cd472ea3da72cc99e56c017615e,404.140911305,399,-5.140911305,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-03-15,0xc3906442601d7c9e58183552872f3a0c1b181f91096ddad3ff21ffd8adde178f,1.099619572,1.1,0.0003804279777,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-12-30,0x15e2551d82d3ad96c20ad000f2eda81837f665ade19e0dcff3c8a3a30408cde4,4.015677626,4,-0.01567762601,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-10-31,0xbcd57e3cb314cf99e5b99d8517b1eedd996ae349f5ec1f6d7286d401379f01e3,1.317243211,1.340643534,0.02340032311,0,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-05-03,0x8e61e28f8b22510a075e35df0102ce7ebfd0d87774b717aa0b6210ab183b6cfe,9.021843113,8.751405731,-0.270437382,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-09-09,0x58d68e88204fc87f9a4020200e945f70a969cecd9fe8840f58ceb18abbcf2801,76.016316783,75,-1.016316783,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-03-05,0x60adf3bb7f82993c317d0754529dc3dec8053db913bb1021093641823045b988,0.1499190094,0.1442223163,-0.005696693125,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-05-13,0x98dfaaf4a87a6bc61cafd471e01812d7ebbfac2e1b65fa2ceacc3a4a7e6a4739,17.249510413,16.819737058,-0.429773355,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-04-14,0x0f0279a90af63a96073fa29e3accc77ce1b06e728aed3bd45fc52f2e35864104,0.3703164144,0.3623711686,-0.007945245856,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-10-09,0xa80aadc9bb50ec55f9d5f2f84ac29977d645a58cc1e7dc9a2f19d564f318acac,10.156686714,10.1,-0.05668671382,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-20,0x5dba2aba6ce3a0676f8f006f81b28d1fca4e39ca8d3fb7ab53307250d4ae697d,47.09220004,46.345071346,-0.7471286934,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-07-17,0x78f286e27196e3491e4e3c258970b641aca326628dad475b3e6dd302e0e1753b,5.002096748,5,-0.002096748294,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-13,0xac96c9df540ba5bedf56c8bbe7cf5615ac81b196bae98e8f62e431208c6c830c,0.397082,0.3851095195,-0.01197248053,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-05-12,0x3e66b6cb80b1edecd881f7c45dda4fc17b3f3bca51ab9206c9f9d4b14d0a5cae,347.681076493,341,-6.681076493,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-07,0x4c7712f0d0f0c9e705114d3a8bd938f4a2c848f5d7e0e3d3d82ad01d956e2ffb,0.02690739512,0.02660977986,-0.0002976152611,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
2021-10-18,0xfedfe3329374816a9f19d9a2ac494500fa12395773cb6d9b331343e0936bc7f4,14.095786845,14,-0.09578684545,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-09-10,0xb863034d8e54c3704a5b677aa9b92470d174b5bce720f44d5f7f95c1ccb8d816,9.654386108,9.525294766,-0.1290913425,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-30,0x59f2c4951c5ec09448d63099be9c6bfb813554003d5ee1382b274284dbc2af91,3.971842751,3.908098709,-0.06374404213,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-05-11,0x1dfc6f987c698bd6073c6c59ed6d2b416e1cf0d118f9f1e3990614c6807ee365,0.1461471643,0.1446687535,-0.001478410857,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-08-11,0xae95fddff8b19ac2f00315264b286924c66b012fda9487efc4c5db5d755e100f,4.005070267,4,-0.005070266938,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-14,0xbcb412bc61f0de6c511d5dcace10dc63379b9321733f46f8725956200d86e9f2,408.988341895,400,-8.988341895,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-06-15,0x246d728cb42e1b69b139f0d7fb7e8929aba34914822f458e7e58c73c26dd92ab,4.512148661,4.50742475,-0.004723910732,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-03-14,0xfb8c315768c4c57db5bc648f8eba823c49bdb9b3de64436005e6e9db4f9078a9,2.399694208,2.4,0.0003057918076,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-11-07,0x8d641c5558668158f4242228960b22b616746a540b99b94dfa021cc5b3bc0987,1.25,1.206980815,-0.0430191852,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-04-27,0x0f0c10620fe108d3e157d19d1c0c8c9339bb4ee103b389ed57c3311ee2031213,0.04859275771,0.04802114558,-0.0005716121279,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-03-08,0x9f2a448b02342a0dc475af11d29739443d1b6b6abe6d8d655ad5958541173c36,0.02206865154,0.02140748516,-0.0006611663773,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-06-06,0x61ce84a5a552c66c44d01b9a91b9b3f0baf27c7fd5abc72b775f4970af8e587f,3.083812441,3.021025,-0.06278744084,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-08-13,0x9f72fe8ee111922750825ee09c928117ac23392fe457144ed196f22492f3d56f,1.001137686,1,-0.001137685644,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-02,0x10f2607e65fa9be97ecf9e6e53ee473b596f390d09a51b87d00c202580e4adc1,107.598832782,107.603981482,0.005148699827,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-14,0x58fd0ae903bd8bd23164b8d85cece98526286fa44a801309951b0d874d389036,3.873112313,3.748320201,-0.1247921118,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-03-15,0x3fc146af8ad652274c59e1f7a183d44a1045575abea21bf5e19c8db2bc886f51,3.388233157,3.38941429,0.001181133458,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-07,0x37b401106a8208e9f3f0ff10873f20b30f82e98da76d25bee066c6bf317827b3,0.1,0.09924202031,-0.0007579796927,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-09-23,0x5e8ea0496af9a90a8379fceadf197878da2c70c1a23a90870d5e4fef5a2abff4,11.223635615,11.142344725,-0.08129088982,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-12,0x9d280c97f62f8c1cdddef001a107fd7704551d9cd572de1f262ad1c0a08dc1df,12.730198887,12.191861767,-0.5383371202,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-03-27,0x4e3c6831c6b2398c85ac5b98c29369ebff83722b858dbb11a5fb38eebf9456f1,4.330262396,4.33,-0.0002623958536,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-02-05,0x05eae697ce8252efbf372e8ccae63eb22c9e78452cf91dba6842973f7d0ac135,0.1466722099,0.1443165264,-0.002355683418,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-03-01,0x0b5a7ebfaaed3239e913460d0a1c48d3ccfe302543df216ac8baf4d6069ee2ef,1,0.931037634,-0.06896236597,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45
2021-10-02,0x4b5016c0f884a429e38124c08098f61cf9b05a3fcdfb12e565f1c26799e863b0,0.31,0.3039473759,-0.006052624119,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
2022-04-08,0x5c26a35f69552eed8740bac29dca4901356517d11f7d752db8bec7c1a86b9290,122.026923143,122,-0.02692314321,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-03-07,0xa044cc6f52f4cfc5e7ff703d8c650f5469a67510352595703ac17601a713bf02,0.02206594269,0.02176090347,-0.0003050392164,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-02-11,0x6cea1a477aa0f47c687da413c9d0cc21474d57a58f53715e16b9b41e3795987b,0.01590941587,0.01520813297,-0.0007012828984,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2021-08-15,0xeb14a43408b3a82b3f005e1205a12622a4d52c3757ae3136f5201a0f25420823,44.996424211,45,0.003575789373,0,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-01-29,0x57d49e3ee1ac15393f59d3e74e32b0e9a6bc270d288aba0c38f5bf9c8a154de7,0.3962,0.3848695964,-0.01133040362,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-05-30,0x04147f2d3b99f46c8b63cc007ffc85dbcfe9ce886004d1ef38d33b12497a626c,102.019105539,100,-2.019105539,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-13,0x9434fc3aa5e59ab5313977b24014224e48a1a0315bca251a4d9803fefa1e9312,1,0.9789362361,-0.02106376386,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-01-04,0xfc8782f350dda959faa0176eab2d9e4af2d3cd4c0694fa6c0976ce170c1b4113,17.878836131,17.84,-0.0388361312,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-01-27,0xfda17137bac944e72c6bc58f059fe2b79d3ee73dfbd65e3063febac462e456d6,748.116801007,748,-0.116801007,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-01-26,0x5f2d411ba50815bc553d68156426cf6b036b9781aaffee47f4d6b88d96b95cb4,32.003413725,32,-0.003413725242,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-10-31,0x86ed3df82f62e2a87fa1ec66e2b49c693a5c21f05e2bcfb34119455227d447a1,7.546148063,7.5,-0.04614806251,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-30,0xb5f9042acc15ade95ffdfb00926db6c3f633d7d171146a3ed02d1ba84d722a82,10.194600705,10,-0.1946007049,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2022-05-13,0x22e4104210d6ea4b2c64ee4431930581d1b90c3b618fe758f57627842e5475bc,104.693187128,100,-4.693187128,1,1,stETH,wETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,curve,null
2021-11-24,0xb8bbc9baa4ce66ace19169444c54ae8bda6fe5b7d6e38e2a8122783ec551a62d,0.4659776038,0.4562984875,-0.009679116305,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
2022-03-16,0x2e16cb3a0cd1d7507db863c6033656b3ff250c516f733ffd9017be000d2a5e74,0.02107757561,0.02098307193,-0.00009450368185,1,1,stETH,wETH,stETH-WETH LP,uniswap-v2,null
